dma,team,Month,nba games watched unweighted,nba tv shows watched unweighted,nba games watched - unique users unweighted,nba tv shows watched - unique users unweighted,nba games watched,nba tv shows watched,nba games watched - unique users,nba tv shows watched - unique users,num_users,weighted_num_users
628,Unsure,2021-09-01,16,59,8,17,32.1867275704562,118.592909277993,16.09119969761,34.1458213450686,1791,3600.873107369839
628,Unsure,2021-10-01,968,1323,122,145,1968.34759924379,2690.29130899895,248.099213482725,294.850559350589,1777,3612.0452821059503
628,Unsure,2021-11-01,1307,1955,167,199,2679.38949638221,4007.7955773221,342.330033037728,407.923827266563,1775,3642.231177952761
628,Unsure,2021-12-01,1423,2004,199,229,2911.4356948614,4100.85943504498,407.045837650207,468.588428750934,1797,3687.9426436613035
628,Unsure,2022-01-01,1456,2139,156,192,3048.59339954199,4478.00800227186,326.705585777837,402.040131425775,1720,3604.3120834653573
628,Unsure,2022-02-01,1706,2443,204,227,3616.40915816667,5178.90962313503,432.374256618368,481.103856181448,1671,3545.1065875097543
628,Unsure,2022-03-01,1915,2622,190,224,4062.56019454094,5562.37969382699,403.04963342221,475.204799031678,1689,3587.9458419366615
628,Unsure,2022-04-01,4685,5907,324,348,9960.38766299252,12558.2998686567,688.917361741107,739.940501911483,1701,3621.110904545843
628,Unsure,2022-05-01,4827,6067,347,382,10409.1269644854,13084.9142739531,748.549729995612,824.333948533041,1655,3579.2453313420065
628,Unsure,2022-06-01,1529,2530,259,337,3380.3753580798,5591.89365240202,572.284207212061,744.378134973674,1627,3596.290631354599
628,Unsure,2022-07-01,549,754,59,75,1213.78651204431,1667.08661320528,130.425978258256,165.774415051504,1599,3547.3152717262856
628,Unsure,2022-08-01,20,206,10,36,44.7160269036212,460.594004951521,22.3650290891188,80.4923117052803,1592,3564.893378469177
628,Unsure,2022-09-01,38,265,7,48,85.1459237710503,593.037167836663,15.6650909543504,107.363267521659,1578,3532.994326240182
628,Unsure,2022-10-01,1187,1715,122,145,2740.83603600855,3959.38182388582,281.878883209871,334.916846777354,1484,3411.9045966121807
630,Unsure,2021-04-01,18121,21800,1793,2001,18153.6235485113,21842.007197047,1793.7399541939,2004.10647257378,15263,15158.845440832541
630,Unsure,2021-05-01,36563,43390,2602,2858,38507.4933095982,45691.9761808572,2742.29308667386,3012.28376550921,15122,15878.57866245561
630,Unsure,2021-06-01,48780,60349,2834,3000,52239.5597090561,64633.1206520361,3035.17429448401,3213.0880277804,14837,15918.01748070421
630,Unsure,2021-07-01,16000,21939,2396,2762,17332.117142513,23770.6206568598,2596.25825724132,2994.2008626074,14817,16106.900758209682
630,Unsure,2021-08-01,2993,3359,582,617,3288.96472345638,3691.27858910708,639.664729918014,678.153321685676,14622,16096.06372998445
630,Unsure,2021-09-01,103,466,40,107,113.549445795174,513.561370918506,44.0968797145721,117.927365619666,14597,16108.8063416351
630,Unsure,2021-10-01,8290,11357,1259,1414,9193.96044539727,12595.6334764991,1396.11558141009,1567.95588317073,14529,16102.914368496404
630,Unsure,2021-11-01,11860,17167,1666,2115,13171.6950635259,19066.1346232903,1849.80259685757,2348.45837514693,14381,15994.468317630784
630,Unsure,2021-12-01,14130,19736,1853,2346,15567.6972652575,21739.1864643917,2041.31651965277,2582.03447801152,14691,16212.469826833138
630,Unsure,2022-01-01,13922,19725,1577,2246,15352.5343610523,21751.3480011865,1739.0900069223,2476.93815219862,14393,15892.746595195822
630,Unsure,2022-02-01,15027,21391,1829,2496,16670.3567508178,23729.9307367499,2029.07825644894,2768.6309937263,13854,15389.029553684488
630,Unsure,2022-03-01,14711,20151,1678,2435,16430.5117887857,22507.1589858596,1874.0784867146,2719.96350639155,13940,15600.21910403759
630,Unsure,2022-04-01,35864,44021,2563,3027,40473.0685481569,49675.6965400854,2892.23598984772,3414.46548206416,13662,15420.100061958929
630,Unsure,2022-05-01,42968,53275,3007,3265,49093.2329363564,60871.6611535208,3435.15312607466,3730.02943102066,13695,15672.644898961289
630,Unsure,2022-06-01,13985,20685,2679,3312,16132.4913393736,23850.4277255939,3088.46166289406,3816.32688687516,13613,15688.251997707326
630,Unsure,2022-07-01,3356,4528,703,921,3871.47158886115,5223.61140621794,810.853652331114,1062.30419161208,13524,15658.24965535098
630,Unsure,2022-08-01,199,1310,84,391,233.686445462532,1538.31482720691,98.6588772079828,459.085865608487,13095,15414.997722939932
630,Unsure,2022-09-01,113,957,50,391,133.868145665692,1134.03391016241,59.2342691153826,463.352958053735,13120,15562.861613186582
630,Unsure,2022-10-01,9171,12047,1196,1373,11110.5929042851,14594.1066565167,1448.78552263559,1662.90717972248,12555,15157.993408979148
631,No Team,2021-04-01,135,166,37,47,231.356376158479,284.354193646674,64.8789928228225,83.0273892662186,527,925.2520591469138
631,No Team,2021-05-01,387,464,42,50,750.023288322816,899.100502524901,81.4155437963509,96.8997731589497,529,1022.6777700184311
631,No Team,2021-06-01,487,578,46,50,947.225183992348,1124.21071757426,89.4717656927931,97.2489741239255,500,973.975730876015
631,No Team,2021-07-01,267,364,56,68,524.56077578012,715.246451921372,109.979385152942,133.657123718751,515,1016.2544599385136
631,No Team,2021-08-01,24,25,8,8,47.8803037225066,49.8718299818577,15.9597221203273,15.9597221203273,506,1019.436570587407
631,No Team,2021-10-01,107,127,21,25,223.687581565382,265.512526459563,43.927131774904,52.303314939277,469,977.9597954544041
631,No Team,2021-11-01,183,234,34,39,381.497283963864,487.837489554483,70.9674582199752,81.402591728703,472,985.5630437698577
631,No Team,2021-12-01,227,284,35,44,464.443417518152,580.88974230289,71.7326239387903,89.9902437464026,516,1059.881891035284
631,No Team,2022-01-01,254,320,33,41,527.470204965657,664.542000705333,68.5547119085415,85.2026573296943,465,966.7246078215735
631,No Team,2022-02-01,207,285,32,45,432.391203031371,595.352806178724,66.874793006847,94.012668023847,453,947.232221542432
631,No Team,2022-03-01,252,320,32,41,527.04652682034,669.602432635306,66.9079540980575,85.7562204125199,449,941.0757909496463
631,No Team,2022-04-01,700,834,67,70,1484.51731739115,1768.75399999784,142.079257120048,148.45067408071,442,939.5114926188846
631,No Team,2022-05-01,749,890,70,76,1616.01558601138,1920.37643888512,151.173677320739,164.144648242671,451,975.5005718963962
631,No Team,2022-06-01,224,372,59,85,494.308537667859,818.23387230248,130.070499255395,186.85216764881,454,995.9711534901949
631,No Team,2022-07-01,70,87,14,19,151.932130004776,188.780761297221,30.3787011273408,41.2038324342412,482,1040.6821885199201
631,No Team,2022-08-01,3,8,1,4,6.27471460363824,16.6903194337086,2.09157153454608,8.34352055420969,490,1022.2634824319093
631,No Team,2022-09-01,0,13,0,7,0.0,27.4288567316006,0.0,14.7534871034226,481,1011.4382823861367
631,No Team,2022-10-01,121,137,24,27,274.860715979058,311.184130035974,54.4726054200036,61.3024858468186,433,977.5153632626966
632,No Team,2021-04-01,3063,3661,405,447,5024.21469716023,6004.54089203204,660.926346330955,729.686004910219,4709,7642.745183604738
632,No Team,2021-05-01,6331,7441,563,607,11044.9111440544,12980.1812543314,982.532586559999,1059.36789528896,4735,8242.31027636039
632,No Team,2021-06-01,8851,10878,585,616,15590.9020929635,19162.9077260394,1030.35845675745,1084.93012322167,4603,8122.33772304423
632,No Team,2021-07-01,3374,4664,557,652,6013.20123424099,8313.35008687354,992.934549320049,1162.75489419039,4685,8376.024920853755
632,No Team,2021-08-01,535,584,116,120,964.414010304389,1052.77028703427,209.092681588137,216.315068603465,4647,8392.667074721092
632,No Team,2021-09-01,13,79,7,25,23.651945051865,143.622601902144,12.7324801818465,45.4833074932874,4535,8263.586409018724
632,No Team,2021-10-01,1689,2262,258,292,3078.72452169236,4123.22982125943,470.295193422053,532.267679206972,4575,8349.496226972971
632,No Team,2021-11-01,2331,3263,376,422,4271.75099970795,5979.73844140785,688.987458984848,773.284230027066,4524,8300.511217648427
632,No Team,2021-12-01,2953,4060,436,509,5379.19281495125,7394.9352594345,794.029996424004,926.623455830052,4684,8546.68494400111
632,No Team,2022-01-01,3033,4144,397,463,5535.46688274273,7563.25888049034,724.547158226526,845.031267585127,4509,8240.304973909366
632,No Team,2022-02-01,3348,4590,480,560,6172.21264527688,8462.87457500583,884.905471952514,1032.38997180574,4409,8138.264836674308
632,No Team,2022-03-01,3197,4140,422,507,5937.46836496277,7688.40827953072,783.479806966703,941.228713885255,4371,8133.584625899645
632,No Team,2022-04-01,7936,9595,750,820,14860.7166908981,17966.5417403817,1404.15606224483,1535.07115931091,4333,8117.513763855038
632,No Team,2022-05-01,8631,10575,824,880,16406.4933664687,20103.6291832915,1566.05057533136,1672.66747248346,4328,8245.151616720656
632,No Team,2022-06-01,2649,4111,639,813,5074.62299806551,7868.52408666019,1222.79236238044,1554.63804292528,4302,8211.040663973674
632,No Team,2022-07-01,623,792,150,185,1182.82365787119,1503.44854991833,284.777077169113,351.167990599416,4326,8235.592602924755
632,No Team,2022-08-01,28,176,17,86,53.6952113063372,337.538318096547,32.5973141784814,164.945038294058,4245,8164.831916071257
632,No Team,2022-09-01,21,176,11,75,40.3497221429977,338.026691307574,21.1338519991834,144.080109480086,4262,8206.056029198604
632,No Team,2022-10-01,1838,2410,268,307,3609.35222348689,4732.32969733109,526.156701680825,602.654535642165,4076,7980.272269257916
633,Unsure,2021-04-01,2947,3546,414,456,2208.15462158455,2659.08572732166,308.574230381153,340.640417504394,4419,3249.6231531861276
633,Unsure,2021-05-01,6929,8145,621,677,5621.40970636949,6607.24993590005,503.860590439645,549.237545564005,4354,3517.0587665879652
633,Unsure,2021-06-01,9561,11708,673,718,7842.33186612383,9603.79824499476,552.017732822098,588.920938352225,4289,3524.9474579190387
633,Unsure,2021-07-01,3371,4544,569,638,2819.13000407977,3800.5265730382,476.118271019684,534.03213293966,4376,3672.0220989338563
633,Unsure,2021-08-01,373,411,119,121,316.513681544076,348.858829244695,100.997261211948,102.708061731733,4257,3623.423025096393
633,Unsure,2021-09-01,8,32,5,20,7.02541083903272,27.7671163368909,4.38346880034152,17.3268638290796,4207,3647.3505692232757
633,Unsure,2021-10-01,1238,1699,216,263,1100.06693186121,1509.80997466122,191.922034790226,233.702032343413,4112,3650.927722097387
633,Unsure,2021-11-01,2190,3043,394,468,1958.20199284581,2720.89240109646,352.364109582452,418.522564475868,4077,3650.1971984151414
633,Unsure,2021-12-01,2318,3210,370,442,2063.32248839989,2857.19914170144,329.231373466934,393.242028523469,4139,3690.6240453857135
633,Unsure,2022-01-01,2180,3003,326,387,1928.78664150781,2656.9334341898,288.410568910978,342.366804279498,4093,3627.865225726914
633,Unsure,2022-02-01,2258,3153,367,454,2016.30566539006,2815.51944068156,327.715263380044,405.376612427523,3964,3544.4863496113085
633,Unsure,2022-03-01,2664,3462,368,449,2380.30074270915,3093.34214230224,328.81692840785,401.197465970431,3924,3511.9490757208896
633,Unsure,2022-04-01,6749,8203,581,645,6091.46627622856,7403.5167994684,524.338828948182,582.016553533118,3868,3489.9216036256394
633,Unsure,2022-05-01,9615,11783,793,842,8778.65989025163,10758.4535351057,723.901593573686,768.638064936761,3874,3542.5317308091867
633,Unsure,2022-06-01,2900,4210,677,820,2666.79326932691,3871.53477723497,622.403026691869,753.915593570681,3794,3493.745067873325
633,Unsure,2022-07-01,339,478,102,147,313.351460588025,441.785410568438,94.2685382895577,135.851572705583,3724,3453.5355802531985
633,Unsure,2022-08-01,36,145,22,69,33.738014516014,136.111079096705,20.6135456865994,64.7581364842299,3741,3516.748242549679
633,Unsure,2022-09-01,8,121,4,64,7.57961046462877,114.839178511742,3.78318023684351,60.7362801548177,3736,3546.5880199857384
633,Unsure,2022-10-01,1389,1853,230,281,1361.2541553858,1815.55515654042,225.381171515602,275.224880201301,3577,3487.1735729293327
634,Unsure,2021-04-01,2029,2508,310,358,2034.51883701312,2512.2303744586,309.506225828712,358.192825625705,3756,3710.351100568096
634,Unsure,2021-05-01,4791,5564,450,508,5114.34168807427,5939.2017112018,480.310124704283,542.332225511485,3789,4031.406997767301
634,Unsure,2021-06-01,5994,7286,474,509,6689.9989808917,8134.36368407047,528.750938368142,567.916245036501,3704,4145.873925905713
634,Unsure,2021-07-01,2348,3168,425,497,2681.59982162788,3618.48559969715,485.621852796046,568.067656595603,3570,4089.9442902971123
634,Unsure,2021-08-01,165,180,66,72,191.545447563807,208.989087273255,76.6464797937627,83.6183395065601,3546,4122.870526816304
634,Unsure,2021-09-01,4,32,4,15,4.60487980166752,37.1299304358068,4.60487980166752,17.4143388804838,3608,4190.300755223136
634,Unsure,2021-10-01,792,1094,163,198,910.290893252679,1257.41102925979,187.342183886539,227.575167172867,3617,4162.333664114904
634,Unsure,2021-11-01,1573,2074,282,319,1805.99663622589,2381.29079066488,323.696307928497,366.17596045802,3611,4152.31150678459
634,Unsure,2021-12-01,1582,2147,274,335,1802.14478602402,2445.59992741198,312.068737056644,381.427403296331,3653,4167.876569435878
634,Unsure,2022-01-01,1688,2309,233,299,1902.81136709805,2602.8298492091,262.650723378561,337.06206718845,3594,4058.8815824925164
634,Unsure,2022-02-01,1796,2450,289,368,2027.11771837817,2765.2836568955,326.200280048861,415.374418354533,3408,3851.8593822999374
634,Unsure,2022-03-01,1881,2408,305,381,2142.55399997866,2742.6552248329,347.304476436683,433.744128552026,3421,3905.7433560000895
634,Unsure,2022-04-01,5013,5998,519,593,5804.13164649676,6944.35009264652,600.785653363957,686.364426054101,3353,3880.582149515034
634,Unsure,2022-05-01,6759,8257,628,680,7919.91725245453,9675.82412556945,736.056891936209,797.075162706186,3379,3965.5555096321104
634,Unsure,2022-06-01,2222,3333,529,684,2636.57223875174,3952.95890547333,627.198490185963,810.686219945548,3266,3870.466315358201
634,Unsure,2022-07-01,312,467,96,130,368.868879116134,552.265791346001,113.517054770177,153.773077073649,3231,3844.3920053117804
634,Unsure,2022-08-01,17,102,12,53,20.6768933173992,124.032431003699,14.5951617498034,64.4463457862167,3162,3853.4613851298227
634,Unsure,2022-09-01,11,127,6,47,13.6430412537784,157.994077911426,7.44887581609862,58.5788361726698,3175,3942.7971623806334
634,Unsure,2022-10-01,958,1206,160,183,1230.62933050206,1549.19669332993,205.577218654214,235.122997854051,3047,3899.739636200453
635,San Antonio Spurs,2021-04-01,17709,21661,2469,2740,13929.348147552,17036.571462154,1937.62782084864,2152.13300996285,21652,16744.739022108384
635,San Antonio Spurs,2021-05-01,42574,49894,3768,4106,36212.9021626462,42435.8554136314,3205.4640967788,3493.13001594222,21767,18477.59157807061
635,San Antonio Spurs,2021-06-01,54520,66522,3887,4112,46869.912573392,57190.5628210723,3341.07123292847,3534.73530655254,21376,18414.621798987937
635,San Antonio Spurs,2021-07-01,21664,28819,3732,4152,18873.0647825756,25109.6746379786,3252.38573460161,3619.35082593936,21647,18916.108594490714
635,San Antonio Spurs,2021-08-01,2642,2978,601,621,2321.93736592818,2617.63131828965,528.174620055684,545.787587815346,21424,18873.02730573911
635,San Antonio Spurs,2021-09-01,110,540,37,133,97.3634125695403,477.880475220079,32.7505006748908,117.693884800524,21440,19001.71234165963
635,San Antonio Spurs,2021-10-01,8132,10943,1545,1758,7218.38939325001,9713.74896490213,1371.47070867691,1560.51862274536,21672,19248.204340427565
635,San Antonio Spurs,2021-11-01,12448,17269,2273,2583,11033.3967725662,15307.0131791859,2014.375555095,2289.21431739939,21400,19001.873566052713
635,San Antonio Spurs,2021-12-01,15054,20231,2781,3136,13252.6569552577,17809.2417770697,2448.15271575947,2760.34058511599,21462,18927.148508674723
635,San Antonio Spurs,2022-01-01,14876,20404,2128,2464,13076.146916869,17935.052506874,1870.80341602705,2166.15039889595,21342,18787.98709293989
635,San Antonio Spurs,2022-02-01,15299,20911,2401,2841,13544.0440017837,18512.4729890815,2125.45365372568,2514.95597400272,20768,18408.384833726166
635,San Antonio Spurs,2022-03-01,16177,20792,2469,2879,14390.3192948487,18495.771672499,2195.94178678886,2560.57492315283,20544,18311.104919248864
635,San Antonio Spurs,2022-04-01,47205,56511,4190,4580,42415.8234888664,50776.5847011546,3763.44065336293,4113.35429204249,20122,18079.738312627756
635,San Antonio Spurs,2022-05-01,56210,68786,4671,5069,51260.0403791569,62732.1653088332,4260.30699669563,4623.55674381161,20162,18421.367466541964
635,San Antonio Spurs,2022-06-01,19422,28144,4225,5092,17953.5556142283,26015.800363205,3904.56931471732,4706.1492730345,19589,18136.76116269776
635,San Antonio Spurs,2022-07-01,3226,4412,750,1034,3018.5777020572,4127.36336939698,701.519406557462,966.79860128032,19067,17907.500758067563
635,San Antonio Spurs,2022-08-01,226,1023,109,398,214.955506740702,972.915413410249,103.666543837098,378.519041692476,18909,18011.02287921544
635,San Antonio Spurs,2022-09-01,60,912,33,407,57.3718153436375,871.666253249036,31.5567840811193,388.924354818592,19633,18776.012547775383
635,San Antonio Spurs,2022-10-01,8716,11306,1449,1676,8620.27688852115,11180.9921093817,1433.12669120776,1657.31812676943,18320,18035.67220161703
636,San Antonio Spurs,2021-04-01,4362,5204,638,716,3718.81771020034,4437.46743330577,540.591593875066,607.124521752963,9001,7625.078967789164
636,San Antonio Spurs,2021-05-01,10474,12262,1056,1150,9460.76531872299,11075.0566494824,954.408822774825,1039.34945307662,9117,8217.189290046725
636,San Antonio Spurs,2021-06-01,13894,16905,1066,1132,12629.1157987891,15366.3448312417,968.943815172632,1028.90181304572,8826,8037.26228867991
636,San Antonio Spurs,2021-07-01,6115,8194,1146,1299,5634.40117556753,7551.10344609724,1056.28334691281,1197.70128228338,8914,8236.156464494168
636,San Antonio Spurs,2021-08-01,569,680,121,132,530.271685653856,633.774047847712,112.750878324996,123.01987138841,8787,8205.540808564241
636,San Antonio Spurs,2021-09-01,45,212,10,29,42.3874167285412,199.689195370113,9.41815602839704,27.3037693234583,8581,8086.735669363097
636,San Antonio Spurs,2021-10-01,1851,2465,369,427,1767.15406923819,2353.64597683011,352.285995008163,407.720447577374,8634,8228.524881564845
636,San Antonio Spurs,2021-11-01,2734,3720,480,549,2726.72946221365,3709.52357407349,478.859540734369,547.617555551451,8399,8375.168713240011
636,San Antonio Spurs,2021-12-01,3362,4443,605,690,3359.37083181065,4439.44396405389,604.578651810396,689.491937293799,8326,8325.998209577452
636,San Antonio Spurs,2022-01-01,3439,4607,508,594,3411.72076869414,4570.46163242709,503.992319939729,589.309751697184,8290,8236.782148607215
636,San Antonio Spurs,2022-02-01,3909,5347,663,772,3886.44459803935,5316.23007512049,659.128886167937,767.520928914373,7989,7956.252875240436
636,San Antonio Spurs,2022-03-01,4046,5339,631,724,4008.46288348899,5289.43528056398,625.174987864684,717.304137240652,8031,7966.722124304214
636,San Antonio Spurs,2022-04-01,10967,13224,963,1034,10930.0348358486,13178.9812695789,959.564072075151,1030.22416004766,7863,7836.373919774566
636,San Antonio Spurs,2022-05-01,13944,16997,1118,1189,14119.031738158,17212.2228558893,1132.18183610789,1204.08559691753,7945,8059.779894314446
636,San Antonio Spurs,2022-06-01,5788,8162,1180,1340,5948.76372852078,8386.90006463987,1212.49427445173,1376.76372681281,7742,7960.813858399173
636,San Antonio Spurs,2022-07-01,897,1200,171,226,925.795152316656,1238.34679169066,176.388879185986,233.052315089815,7698,7968.17022930502
636,San Antonio Spurs,2022-08-01,144,522,42,113,150.929604027344,547.505110318389,43.974439058521,118.400993816135,7603,7984.589643276299
636,San Antonio Spurs,2022-09-01,99,396,5,90,104.973121989131,420.376306744185,5.30992011036924,95.6647053412086,7490,7962.140196485804
636,San Antonio Spurs,2022-10-01,2444,3124,370,422,2685.30614284919,3431.89833691698,406.567962936786,463.525856792735,7118,7771.033877952697
637,No Team,2021-04-01,3227,3840,514,594,4216.26056299042,5018.49903329431,669.469898068772,773.990579982552,5377,6958.6914513966485
637,No Team,2021-05-01,6384,7516,735,832,8884.46429857187,10459.1886282765,1023.18642737931,1158.36333755595,5329,7402.341699639472
637,No Team,2021-06-01,8299,10078,777,834,11722.0720384529,14235.1170813633,1097.7996829227,1178.23392451114,5301,7502.653501401386
637,No Team,2021-07-01,3698,5155,816,976,5309.58655558255,7405.86152227055,1172.00931481903,1403.18070646472,5364,7728.634523168415
637,No Team,2021-08-01,705,723,201,203,1024.81054616949,1051.00658748035,292.164718841941,295.080993888968,5316,7740.217420502069
637,No Team,2021-09-01,7,37,6,19,10.1674405603049,53.8038853731603,8.7153441937942,27.6264880036273,5298,7716.050691575138
637,No Team,2021-10-01,1363,1726,282,311,1994.1821306741,2525.17880983522,412.447173229112,454.85618744674,5360,7830.664861497561
637,No Team,2021-11-01,2331,2926,475,528,3415.05688023806,4287.06756179647,695.462760424683,773.120807979486,5313,7798.760966375321
637,No Team,2021-12-01,2386,3157,545,631,3447.3370906989,4559.61680106124,786.678464613289,910.785631885977,5486,7945.091886328138
637,No Team,2022-01-01,2477,3306,445,534,3585.25693894776,4785.12748015341,644.131199690003,772.94828218283,5238,7595.709990617126
637,No Team,2022-02-01,2925,3761,571,662,4241.51138992375,5453.86990519878,828.023568855201,959.940069785506,5001,7261.44579285852
637,No Team,2022-03-01,2873,3666,521,635,4199.59932395124,5358.71273931241,761.132102637415,927.604205581578,5130,7515.285922393956
637,No Team,2022-04-01,8574,10208,908,979,12837.4963605539,15283.5070636111,1359.1361438303,1465.2996678688,4972,7433.952821676525
637,No Team,2022-05-01,9692,11663,1006,1071,14695.6126227334,17685.2180016292,1525.27302577879,1623.86712424423,4895,7437.285095265774
637,No Team,2022-06-01,3740,5722,980,1248,5736.51484653183,8765.01215852282,1501.22215605335,1909.27918901893,4804,7349.607581254152
637,No Team,2022-07-01,1018,1233,220,256,1547.11671163048,1873.95054559875,334.328192042405,389.07506878218,4833,7380.382151050671
637,No Team,2022-08-01,30,192,17,88,46.6142195362329,298.036754942725,26.4092090520219,136.5121248546,4759,7406.420752632304
637,No Team,2022-09-01,18,162,9,71,28.4899108204925,256.738153644294,14.2643465873766,112.497603086737,4753,7523.983771207909
637,No Team,2022-10-01,1766,2229,316,365,2938.56765979952,3708.30972050651,525.532639285819,606.823404322837,4442,7333.1257783866195
638,No Team,2021-04-01,625,728,61,72,772.94707675063,899.570375887654,75.6921295424463,89.8661457001002,718,882.0439691905434
638,No Team,2021-05-01,1090,1297,97,114,1439.25013085562,1712.70781152973,128.010995583302,150.562230754752,719,946.7129666459642
638,No Team,2021-06-01,1368,1688,93,105,1826.03044620224,2253.17756808203,124.158552949172,140.156689386086,705,942.7249965678037
638,No Team,2021-07-01,635,883,115,135,861.445222498097,1198.65532843252,156.229748221084,183.638223900282,702,958.4139453548821
638,No Team,2021-08-01,51,52,14,14,71.0031302166249,72.3957015322422,19.4937634429672,19.4937634429672,703,976.9741089084229
638,No Team,2021-09-01,0,6,0,2,0.0,8.25669664900156,0.0,2.75223221633385,704,968.8516289434189
638,No Team,2021-10-01,265,340,39,46,363.307898130332,466.257747343899,53.4734986359968,63.0828478755894,752,1028.5669481728994
638,No Team,2021-11-01,364,474,60,71,505.640204368944,658.465240991412,83.3019047758852,98.5765704066815,722,1004.5104161476746
638,No Team,2021-12-01,414,525,55,62,565.582138211371,717.115653977695,75.1044006678896,84.6063192525074,750,1026.00857302416
638,No Team,2022-01-01,363,465,55,67,491.849326917128,630.000194606251,74.4883479871972,90.7228576540267,710,963.1716958691067
638,No Team,2022-02-01,397,516,54,67,539.938633539649,701.792514816194,73.4750038263262,91.1559722325606,687,935.9734945752174
638,No Team,2022-03-01,386,494,52,65,527.566328217882,675.132000345083,71.1213419468837,88.8692122690939,668,912.1848840560291
638,No Team,2022-04-01,964,1189,102,116,1309.9628654144,1615.70165397138,138.568110193622,157.585115996837,683,927.6983232217901
638,No Team,2022-05-01,1030,1309,110,118,1421.3436388643,1806.51562119876,151.78258816512,162.860627241925,676,934.9560261633296
638,No Team,2022-06-01,485,745,126,156,679.015997395014,1042.67078242174,176.230828590258,218.078032975725,652,911.7121744522182
638,No Team,2022-07-01,67,81,16,21,93.8291780071879,113.371926683728,22.4034205883756,29.3896421224882,672,946.4217570747205
638,No Team,2022-08-01,3,14,2,5,4.29057477799591,19.9770614270003,2.86102152123449,7.13353945187602,646,920.9995493418375
638,No Team,2022-09-01,1,7,1,4,1.4250991064554,9.96783286001162,1.4250991064554,5.69567424581631,662,944.7422515034899
638,No Team,2022-10-01,211,298,40,47,306.742641165674,433.203311824,58.149911546998,68.3195517206752,647,939.1130558582311
639,Memphis Grizzlies,2021-04-01,1579,1886,149,162,2830.5881919825,3382.94998477461,264.847672980654,288.840281302356,1108,1954.594401820669
639,Memphis Grizzlies,2021-05-01,3286,3843,224,234,6330.09747827521,7402.92705851777,431.684685299397,450.959038374298,1107,2132.5162137943316
639,Memphis Grizzlies,2021-06-01,3634,4495,217,231,6956.4564059071,8604.60063909403,415.478256669526,442.24154440761,1096,2101.1982072578803
639,Memphis Grizzlies,2021-07-01,1168,1646,199,227,2240.9968774081,3158.97808919093,381.735910821203,435.661631822033,1096,2109.950206458081
639,Memphis Grizzlies,2021-08-01,188,206,46,48,361.801222746804,396.396313508961,88.5201148132296,92.3695220807646,1094,2107.076008112865
639,Memphis Grizzlies,2021-09-01,4,17,3,10,7.7600165001402,32.9636634142468,5.81593529513753,19.3806056200364,1077,2089.8793456901694
639,Memphis Grizzlies,2021-10-01,777,998,89,95,1533.46985476456,1969.62201421872,175.606084888638,187.453770567073,1061,2090.7334871886155
639,Memphis Grizzlies,2021-11-01,878,1182,108,123,1739.16194766571,2341.29335927082,213.979864604748,243.684128854494,1016,2015.755596564625
639,Memphis Grizzlies,2021-12-01,1075,1382,124,146,2133.201842262,2742.28316121334,246.007136629117,289.629334975052,1052,2090.510142197388
639,Memphis Grizzlies,2022-01-01,1242,1598,128,148,2452.81795752585,3156.37386681654,252.636421678328,292.186458103826,1012,2002.9332338395707
639,Memphis Grizzlies,2022-02-01,1451,1937,158,180,2867.69985643899,3828.27490568096,312.199422017141,355.646168540936,984,1946.8411819237876
639,Memphis Grizzlies,2022-03-01,1521,1848,153,175,3038.12310688172,3691.18858774749,305.583956696337,349.503169646639,1000,2001.84863049141
639,Memphis Grizzlies,2022-04-01,3446,4143,227,244,6949.50753431327,8354.89369964177,457.672947614797,491.923198670239,995,2007.2397191216796
639,Memphis Grizzlies,2022-05-01,3920,4893,271,285,8051.94304901836,10052.1690066294,556.785586083883,585.786544826172,1017,2096.0771176388766
639,Memphis Grizzlies,2022-06-01,1142,1853,199,253,2374.82381997212,3849.76788407281,413.550160730258,525.040476853807,989,2047.9186523390563
639,Memphis Grizzlies,2022-07-01,188,278,48,65,384.088891137369,568.024166231816,98.0561826088529,132.809580849852,990,2027.882871772253
639,Memphis Grizzlies,2022-08-01,14,95,6,35,28.7532764938725,195.225440448289,12.3244757782418,71.9106157390753,1002,2061.9697038032336
639,Memphis Grizzlies,2022-09-01,6,84,4,32,12.4158870752435,173.886314767376,8.28379970819141,66.2441926965814,980,2030.0634990698047
639,Memphis Grizzlies,2022-10-01,1021,1261,105,117,2136.92409185928,2639.30561317527,219.724372075299,244.826446988735,956,1998.6039375113414
640,Memphis Grizzlies,2021-04-01,17847,22515,1509,1609,20983.4850112463,26472.277965689,1770.63659848316,1888.3526385263,10709,12550.56486165571
640,Memphis Grizzlies,2021-05-01,40437,48635,2423,2521,49457.4289279366,59471.7410638428,2965.38861459315,3085.19012634145,10687,13031.136654219781
640,Memphis Grizzlies,2021-06-01,43492,53878,2361,2454,53753.1762683408,66590.9493317322,2917.56144727492,3032.54523229614,10561,13076.780358025251
640,Memphis Grizzlies,2021-07-01,13418,19082,1826,2044,16764.412914904,23846.7934800904,2282.33121865216,2555.81173191651,10649,13350.735755473843
640,Memphis Grizzlies,2021-08-01,3408,4065,533,558,4300.6189458919,5130.68664359167,672.661285517446,704.226304224424,10518,13310.294773569596
640,Memphis Grizzlies,2021-09-01,175,704,58,132,223.386008247682,897.701964394632,74.0303653922025,168.338328466713,10376,13245.88577474746
