dma,team,Month,nba games watched unweighted,nba tv shows watched unweighted,nba games watched - unique users unweighted,nba tv shows watched - unique users unweighted,nba games watched,nba tv shows watched,nba games watched - unique users,nba tv shows watched - unique users,num_users,weighted_num_users
550,Charlotte Hornets,2022-05-01,10628,13200,976,1066,11103.4170509117,13790.9971030371,1019.59402926961,1113.65824597466,4610,4824.290164886503
550,Charlotte Hornets,2022-06-01,3461,5507,860,1108,3592.30001720137,5705.00376043637,890.579344281627,1144.63604957771,4767,4909.3765466482355
550,Charlotte Hornets,2022-07-01,909,1344,217,327,912.205317479287,1348.80996276689,217.776964532628,328.196377488211,4821,4849.918988914818
550,Charlotte Hornets,2022-08-01,50,453,16,113,50.5791874159735,457.797796895178,16.17811932501,114.080909529793,4707,4763.482616643813
550,Charlotte Hornets,2022-09-01,74,408,13,130,75.3122436840295,415.271720221037,13.2317083149564,132.328795636719,4738,4827.090720099514
550,Charlotte Hornets,2022-10-01,2521,3359,327,384,2611.11140980647,3479.11747615963,338.684327303611,397.710725669201,4523,4682.7828771685345
551,Detroit Pistons,2021-04-01,3402,4156,420,469,4179.11419431733,5103.52277804724,516.799657542129,577.499496689197,4268,5194.037554383079
551,Detroit Pistons,2021-05-01,7350,8722,598,637,9542.55837035438,11320.3873434493,776.369677798734,827.087260197375,4203,5426.565367059852
551,Detroit Pistons,2021-06-01,9230,11361,625,649,12184.0027480501,14997.5191429268,825.21719413133,856.92543320799,4103,5425.931221777268
551,Detroit Pistons,2021-07-01,3572,5037,592,685,4774.23742870916,6735.49018120612,791.685866533545,916.707260683962,4130,5541.371948556714
551,Detroit Pistons,2021-08-01,934,1088,181,191,1269.01692625921,1478.5347688842,245.952485140709,259.560525689351,4105,5597.9945919517295
551,Detroit Pistons,2021-09-01,17,202,9,43,23.6355584753881,278.621232724082,12.5174424721674,59.5174834060499,4074,5644.668349385846
551,Detroit Pistons,2021-10-01,2044,2772,328,366,2898.46524554771,3930.78791437399,465.127835125955,519.001854054992,3986,5655.588038974901
551,Detroit Pistons,2021-11-01,2504,3423,396,461,3553.7259320107,4857.99682379148,562.002510900364,654.249661132045,4004,5690.604636628992
551,Detroit Pistons,2021-12-01,2918,3912,484,551,4085.42817087078,5476.83568583729,677.606574323861,771.336638256306,4138,5804.8923714206985
551,Detroit Pistons,2022-01-01,2669,3818,370,441,3690.20614086946,5278.86835204886,511.576572973492,609.733200414252,4034,5587.362019954538
551,Detroit Pistons,2022-02-01,2924,4144,449,539,4039.16369517051,5724.40590318162,620.265727021488,744.598338714516,3927,5432.96612116106
551,Detroit Pistons,2022-03-01,3033,4007,443,516,4174.55740281237,5515.20063948861,609.772994605019,710.286162752975,3949,5445.13796598392
551,Detroit Pistons,2022-04-01,8993,10885,780,849,12380.1230752003,14984.6743171062,1073.6530265072,1168.62163224669,3950,5444.627106634393
551,Detroit Pistons,2022-05-01,10324,12781,845,920,14392.9016814849,17819.2413660682,1178.09105113684,1282.7035921765,3900,5446.635419197011
551,Detroit Pistons,2022-06-01,3570,5514,742,969,5056.49789977731,7797.54117444584,1049.89766731057,1368.76350765235,3895,5488.884498172428
551,Detroit Pistons,2022-07-01,958,1215,183,234,1338.34414086114,1697.26198632138,255.58181815306,326.671620023616,3766,5277.125541054032
551,Detroit Pistons,2022-08-01,46,258,25,95,65.1451790747031,365.33920856916,35.4280961341676,134.549671760849,3795,5394.632511928128
551,Detroit Pistons,2022-09-01,48,299,13,83,69.7697086644734,434.265131013095,18.8722608567028,120.470837831151,3766,5460.874146373181
551,Detroit Pistons,2022-10-01,2217,2936,305,349,3294.59089810863,4362.83895563462,453.236889994328,518.495213221412,3629,5378.6752973752655
552,Unsure,2021-04-01,172,205,19,21,303.289264014064,361.190287644607,32.8411863210253,36.5953674174793,310,543.2282672810687
552,Unsure,2021-05-01,374,427,27,28,717.77393789994,819.496556838524,51.8141130237955,53.7428235620987,315,603.5644857402248
552,Unsure,2021-06-01,425,515,21,23,817.621748736292,990.777874839858,40.3784175309598,44.2262430327488,311,599.3491167802147
552,Unsure,2021-07-01,166,216,22,28,317.886620003331,414.175768280298,42.1724032066082,53.7702143477298,310,596.2880694696066
552,Unsure,2021-08-01,15,15,6,6,29.1297718124105,29.1297718124105,11.6564641986506,11.6564641986506,320,625.0926948782592
552,Unsure,2021-09-01,3,7,1,1,5.8593737872503,13.6718721702507,1.9531245957501,1.9531245957501,322,630.9213530125156
552,Unsure,2021-10-01,42,65,11,14,82.9915792137366,128.475874788661,21.7478897351842,27.6673860654807,300,591.589294994709
552,Unsure,2021-11-01,126,149,19,22,250.224966692491,295.910204180844,37.7778512692195,43.7208642138867,288,573.1296727104287
552,Unsure,2021-12-01,157,193,25,26,311.924345047795,383.464343119745,49.6328160346958,51.6263152990919,299,593.8761858326975
552,Unsure,2022-01-01,116,145,17,20,224.915572810505,281.156893505022,32.9639343248408,38.7767251392959,290,563.2400969862155
552,Unsure,2022-02-01,158,184,18,21,308.503954698969,359.20618844166,35.1202441727505,40.999903856484,274,536.5234325405836
552,Unsure,2022-03-01,154,180,20,23,307.39520748787,359.262563392646,39.8756809842607,45.8459030080449,275,550.338943282238
552,Unsure,2022-04-01,413,480,43,48,841.382566446041,977.853577614018,87.6512449353187,97.8453492532879,277,564.4436350247491
552,Unsure,2022-05-01,723,844,63,70,1508.66151815201,1761.04521104357,131.584509593378,146.191183166858,285,593.7608087228482
552,Unsure,2022-06-01,262,346,53,58,558.136403700647,737.106780147501,112.863715190932,123.531414091219,278,593.247011146021
552,Unsure,2022-07-01,4,8,2,3,8.57313944372712,17.1638921461523,4.27068790124473,6.40776328994637,277,597.2201919556163
552,Unsure,2022-08-01,1,3,1,3,2.1855076921283,6.56894073372653,2.1855076921283,6.56894073372653,280,613.9733790174096
552,Unsure,2022-09-01,0,4,0,1,0.0,8.76065725452565,0.0,2.19016431363141,279,612.7825027987991
552,Unsure,2022-10-01,108,133,17,17,244.767402228444,301.441267763722,38.5572968197078,38.5572968197078,258,582.4579956357928
553,Unsure,2021-04-01,650,750,102,110,900.030696470776,1038.48193668988,140.850259766926,152.052073325515,1255,1719.5713636306652
553,Unsure,2021-05-01,1651,1863,154,165,2433.02451128011,2745.26457930438,226.995615421769,243.244127699094,1244,1829.5571371508388
553,Unsure,2021-06-01,2464,2956,193,202,3645.0948955387,4372.86575538836,285.54668061341,298.856196711423,1252,1854.7542135167528
553,Unsure,2021-07-01,1408,1805,218,231,2104.91070480999,2698.77707735998,326.204796812382,345.77979737732,1228,1842.3397133404699
553,Unsure,2021-08-01,196,199,52,52,297.939007267144,302.493482718054,79.0937168292099,79.0937168292099,1209,1841.0631497172774
553,Unsure,2021-09-01,2,13,2,7,3.06925152600583,19.8839349862894,3.06925152600583,10.7217831987494,1181,1810.5952439548262
553,Unsure,2021-10-01,355,457,78,87,551.785008517596,710.434396928272,121.243310591745,135.263637938683,1210,1876.2060203929648
553,Unsure,2021-11-01,574,770,135,158,899.739937438601,1206.95567912669,211.609329685153,247.672172974699,1157,1817.2119851067541
553,Unsure,2021-12-01,657,843,122,143,1029.0806514589,1320.4541975002,191.185532753358,224.074164805705,1185,1859.2357215867028
553,Unsure,2022-01-01,505,715,107,118,791.086275683085,1119.96584840912,167.588828644896,184.810134590095,1145,1795.926546452046
553,Unsure,2022-02-01,611,824,105,122,966.520210198343,1303.47132793707,166.069095293136,192.964660171581,1077,1706.0890904493892
553,Unsure,2022-03-01,609,803,112,131,977.304464416269,1288.64806021048,179.733433247036,210.195096966126,1105,1778.3759810296597
553,Unsure,2022-04-01,2244,2674,202,223,3638.4445753699,4335.67647597144,327.40925171322,361.41899192425,1106,1793.1202593538587
553,Unsure,2022-05-01,2797,3376,210,227,4627.08626896739,5585.37026154814,347.254104018784,375.373639415519,1107,1835.1921666013259
553,Unsure,2022-06-01,729,1134,169,217,1221.09236702127,1899.21894679254,283.051850062098,363.487567279685,1095,1835.493319199636
553,Unsure,2022-07-01,235,324,65,82,394.62145551573,544.113942520177,109.130277710739,137.694031835479,1099,1857.5475418663825
553,Unsure,2022-08-01,31,108,10,33,52.934465773745,184.470961675375,17.078184529011,56.3747942347711,1071,1832.8688300232702
553,Unsure,2022-09-01,17,87,2,25,29.1169105183184,149.086962360858,3.42939164301638,42.8344399174697,1052,1804.6564880362132
553,Unsure,2022-10-01,561,748,77,93,998.18507493879,1330.80639897247,136.978943526719,165.314016021639,997,1767.4991284738076
554,Cleveland Cavaliers,2021-04-01,596,732,121,134,1060.60351422617,1303.72037940512,215.368785102841,238.970520009231,1487,2631.852029922615
554,Cleveland Cavaliers,2021-05-01,1203,1420,158,171,2257.82436594171,2664.732585659,296.639528600687,321.044086845059,1465,2742.214883971317
554,Cleveland Cavaliers,2021-06-01,1780,2145,143,154,3386.36125755983,4080.77328906364,271.995608428243,292.915447259048,1431,2726.300003743519
554,Cleveland Cavaliers,2021-07-01,624,867,138,163,1202.6477720652,1672.06267447169,266.098814592601,314.530292318288,1425,2758.1228735612863
554,Cleveland Cavaliers,2021-08-01,138,153,32,33,271.093717675025,300.580907365362,62.9615123071964,64.9529068532583,1428,2819.2440681359053
554,Cleveland Cavaliers,2021-09-01,4,16,3,8,7.99032237537,31.9296539442096,5.98788293443256,15.9674765307271,1388,2771.323757527853
554,Cleveland Cavaliers,2021-10-01,317,468,74,94,630.497062465467,930.750197699064,147.192445750561,186.93593231385,1418,2829.8756047730444
554,Cleveland Cavaliers,2021-11-01,449,633,114,141,887.450833124022,1251.01701150701,225.328876263178,278.658155257639,1428,2826.311782488206
554,Cleveland Cavaliers,2021-12-01,564,813,115,150,1105.97779906295,1593.87047399713,225.588251869948,294.108534417424,1478,2901.067958744529
554,Cleveland Cavaliers,2022-01-01,848,1260,114,147,1642.46747989485,2440.67261946183,220.77602326007,284.744828510107,1422,2759.312301663927
554,Cleveland Cavaliers,2022-02-01,797,1153,145,177,1539.96006996319,2227.87077980183,280.181305435975,342.034551039855,1431,2769.352471025912
554,Cleveland Cavaliers,2022-03-01,663,890,117,144,1276.14981793872,1712.97374542152,225.206937760651,277.144068042999,1398,2692.5255159423737
554,Cleveland Cavaliers,2022-04-01,1844,2214,222,249,3565.35520570389,4280.53980880197,429.106119958318,481.32505279185,1388,2686.0271441798322
554,Cleveland Cavaliers,2022-05-01,1972,2427,224,257,3859.90068641909,4751.27338709943,438.305530570311,503.041263957853,1406,2756.363836255807
554,Cleveland Cavaliers,2022-06-01,672,1035,183,236,1313.15859872165,2019.35128186493,357.278059271219,459.963787328146,1404,2732.3242219234917
554,Cleveland Cavaliers,2022-07-01,216,273,50,61,417.674470567328,527.924607838451,96.7061440394615,118.020267416765,1417,2757.091500354178
554,Cleveland Cavaliers,2022-08-01,2,67,1,31,3.92861988068671,131.809346694,1.96430994034335,61.0007580079131,1401,2761.452280288775
554,Cleveland Cavaliers,2022-09-01,5,93,3,42,9.99371589596236,185.386660657691,5.99897314147037,83.7183178645891,1394,2782.4629939459605
554,Cleveland Cavaliers,2022-10-01,328,463,59,83,793.445592559196,1119.94414904564,142.507360546814,200.523824527357,1300,3039.2999486523827
555,Unsure,2021-04-01,6793,7996,828,890,7943.01935579647,9351.80314136746,964.27939020737,1037.04524866735,6462,7448.221720509282
555,Unsure,2021-05-01,13447,15557,1136,1232,16705.0012262356,19324.8976989592,1411.97104283512,1531.64376765368,6421,7951.384838299646
555,Unsure,2021-06-01,15345,18487,1115,1170,19328.5496726022,23287.0295601379,1403.93551526321,1473.24125075741,6302,7953.10039952689
555,Unsure,2021-07-01,5746,7595,1030,1190,7338.94365946826,9703.59984205904,1316.11847937754,1521.39193896407,6380,8178.070636276599
